movie_title,year_released,critic_rating,audience_rating,genres
Gone in 60 Seconds,1974,43,66,"Action & Adventure, Cult Movies, Drama, Mystery & Suspense"
The Goodbye Girl,1977,84,84,"Comedy, Romance"
"Goodbye, Mr. Chips",1939,82,87,"Art House & International, Classics, Comedy, Drama, Romance"
The Great Gatsby,1974,39,47,"Classics, Drama, Romance"
The Great Race,1965,74,83,"Action & Adventure, Classics, Comedy, Kids & Family, Romance"
The Green Berets,1968,23,61,"Action & Adventure, Classics, Drama"
Grizzly,1976,40,31,"Horror, Mystery & Suspense"
The Group,1966,60,58,Drama
Gulliver's Travels,1939,69,53,"Action & Adventure, Animation, Classics, Comedy, Kids & Family"
The Gunfighter,1950,100,89,"Action & Adventure, Drama, Western"
Gung Ho,1986,33,46,Comedy
Gypsy,1962,64,74,"Classics, Musical & Performing Arts"
Hairspray,1988,98,80,"Comedy, Drama, Musical & Performing Arts"
Halloween,1978,96,89,"Horror, Mystery & Suspense"
Hamlet,1948,95,80,"Classics, Drama"
The Hand,1981,11,28,"Drama, Horror"
Hardcore,1979,76,67,Drama
The Harder They Fall,1956,100,80,"Classics, Drama, Mystery & Suspense"
The Haunting,1963,88,82,"Classics, Horror"
Hawaii,1966,67,53,"Action & Adventure, Classics, Drama"
Heat,1986,17,26,"Action & Adventure, Drama"
Heaven,1987,67,67,"Documentary, Special Interest"
Heaven Can Wait,1978,88,68,"Comedy, Science Fiction & Fantasy, Romance, Sports & Fitness"
Heidi,1937,100,74,"Action & Adventure, Classics, Drama, Kids & Family"
The Hidden Fortress (kakushi-toride No San-akunin),1958,97,93,"Action & Adventure, Art House & International, Classics, Drama"
The Hills Have Eyes,1977,65,54,"Horror, Mystery & Suspense"
The Hindenburg,1975,36,37,"Action & Adventure, Drama, Mystery & Suspense"
The Hit,1984,86,75,"Action & Adventure, Comedy, Drama, Mystery & Suspense"
A Hole in the Head,1959,75,49,"Classics, Comedy, Drama, Musical & Performing Arts"
Hot Pursuit,1987,0,43,Comedy
100 Bloody Acres,2013,79,47,"Comedy, Horror"
100 Girls,2000,60,50,"Comedy, Romance"
100 Streets,2017,41,36,Drama
The Hound of the Baskervilles,1939,91,83,"Classics, Drama, Horror, Mystery & Suspense"
The Hound of the Baskervilles,1959,94,72,"Art House & International, Classics, Mystery & Suspense"
"House (Ding Dong, You're Dead)",1986,57,46,"Comedy, Horror"
House of Wax,1953,95,72,"Drama, Horror, Mystery & Suspense"
House On Haunted Hill,1959,88,73,"Classics, Drama, Horror"
Hud,1963,82,89,"Classics, Drama"
The Human Factor,1979,33,23,"Drama, Mystery & Suspense, Romance"
The Hunchback of Notre Dame,1923,92,76,"Classics, Drama, Horror, Special Interest"
The Hunter,1980,50,49,"Action & Adventure, Drama, Mystery & Suspense, Television"
Hustle,1975,63,48,"Action & Adventure, Classics, Drama, Mystery & Suspense"
"I, the Jury",1982,40,39,"Action & Adventure, Drama, Mystery & Suspense"
Imitation of Life,1959,81,91,"Classics, Drama"
Impulse,1990,25,21,"Action & Adventure, Drama, Mystery & Suspense"
In Cold Blood,1967,84,88,Drama
The Incubus,1982,29,22,"Horror, Mystery & Suspense"
Indiscreet,1958,100,69,"Classics, Comedy, Romance"
The Informer,1935,94,77,"Classics, Drama"
Inherit the Wind,1960,92,91,"Classics, Drama, Faith & Spirituality"
Intolerance,1916,97,77,Classics
Invaders from Mars,1953,82,56,"Classics, Science Fiction & Fantasy"
Invaders From Mars,1986,33,33,"Horror, Mystery & Suspense, Science Fiction & Fantasy"
Invasion of the Body Snatchers,1956,98,85,"Classics, Mystery & Suspense, Science Fiction & Fantasy"
Invasion of the Body Snatchers,1978,93,81,"Horror, Mystery & Suspense, Science Fiction & Fantasy"
The Invisible Man,1933,94,85,"Classics, Comedy, Horror, Science Fiction & Fantasy"
The Island,1980,40,51,"Drama, Horror, Mystery & Suspense"
The Island of Dr. Moreau,1977,56,40,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy"
Islands in the Stream,1977,88,63,Drama
It,1927,87,81,"Classics, Comedy, Drama, Romance"
It's Alive,1973,74,40,"Classics, Drama, Horror, Mystery & Suspense"
Ivanhoe,1952,81,64,"Action & Adventure, Art House & International, Classics, Drama, Romance"
Jack and the Beanstalk,1952,43,38,"Classics, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy"
Jack Frost,1979,57,61,"Animation, Kids & Family, Musical & Performing Arts, Television"
Jamaica Inn,1939,57,36,"Action & Adventure, Art House & International, Classics, Mystery & Suspense"
Jason and the Argonauts,1963,89,79,"Action & Adventure, Classics, Kids & Family, Science Fiction & Fantasy"
The Jazz Singer,1927,75,56,"Classics, Drama, Musical & Performing Arts"
The Jazz Singer,1980,19,70,"Drama, Musical & Performing Arts"
Jesus Christ Superstar,1973,52,76,"Drama, Musical & Performing Arts, Faith & Spirituality"
Johnny Belinda,1948,89,88,"Classics, Drama"
Judex,1963,90,82,"Action & Adventure, Art House & International, Classics, Drama"
Julius Caesar,1953,95,81,"Classics, Drama, Mystery & Suspense"
Julius Caesar,1970,40,35,"Action & Adventure, Art House & International, Classics, Drama"
Jungle Book,1942,57,56,"Action & Adventure, Classics, Drama"
Kansas,1988,20,19,"Action & Adventure, Drama, Mystery & Suspense"
Kickboxer,1989,36,65,"Action & Adventure, Drama"
Kid Galahad,1962,40,57,"Classics, Drama, Musical & Performing Arts"
The Killer Elite,1975,50,34,"Action & Adventure, Drama, Mystery & Suspense"
The King and I,1956,96,83,"Classics, Musical & Performing Arts, Romance"
King Kong,1933,98,86,"Action & Adventure, Classics, Horror"
King Kong,1976,53,31,"Action & Adventure, Horror, Science Fiction & Fantasy"
The King of Comedy,1983,89,90,"Comedy, Drama, Mystery & Suspense"
King of Kings,1961,85,77,"Classics, Drama, Faith & Spirituality"
King Solomon's Mines,1950,92,59,"Action & Adventure, Classics, Drama"
The Lady Vanishes,1938,98,88,"Classics, Mystery & Suspense"
The Ladykillers,1955,100,87,"Art House & International, Classics, Comedy, Drama, Mystery & Suspense"
Laura,1944,100,90,"Classics, Mystery & Suspense"
Legend,1985,38,73,"Drama, Science Fiction & Fantasy"
Les Miserables,1935,83,85,"Classics, Drama"
The Letter,1940,100,82,"Classics, Drama"
Lilies of the Field,1963,91,86,"Classics, Comedy, Drama"
The Lion in Winter,1968,90,90,"Classics, Drama"
Little Lord Fauntleroy,1936,88,73,"Classics, Drama, Kids & Family"
The Little Princess,1939,88,81,"Classics, Comedy, Drama, Kids & Family, Musical & Performing Arts"
A Little Romance,1979,71,85,"Art House & International, Comedy, Drama, Romance"
The Little Shop of Horrors,1960,92,55,"Classics, Comedy, Cult Movies, Horror"
Little Shop of Horrors,1986,90,79,"Comedy, Horror, Musical & Performing Arts, Science Fiction & Fantasy"
Little Women,1933,94,78,"Classics, Drama, Kids & Family, Romance"
Little Women,1949,71,83,"Classics, Drama, Kids & Family, Romance"
Lock Up,1989,23,50,"Action & Adventure, Drama, Mystery & Suspense"
Lolita,1962,91,84,"Classics, Comedy, Drama"
Long Day's Journey Into Night,1962,94,86,"Classics, Drama"
"The Long, Hot Summer",1958,89,82,"Classics, Drama"
The Longest Yard,1974,79,75,"Action & Adventure, Classics, Comedy, Drama"
Look Back in Anger,1958,92,76,"Art House & International, Classics, Drama"
The Lost Patrol,1934,100,65,"Action & Adventure, Classics, Drama"
The Love Bug,1969,76,66,"Action & Adventure, Classics, Comedy, Kids & Family, Science Fiction & Fantasy"
Lovesick,1983,40,29,"Comedy, Romance"
Lust for Life,1956,100,81,"Classics, Drama"
M,1931,100,95,"Art House & International, Drama, Mystery & Suspense"
Madame X,1966,60,80,"Art House & International, Classics, Drama"
The Magic Flute (Trollflöjten),1975,91,85,"Art House & International, Comedy, Musical & Performing Arts, Science Fiction & Fantasy, Television, Romance"
The Magnificent Ambersons,1942,89,85,"Classics, Drama"
The Magnificent Seven,1960,89,87,"Action & Adventure, Classics, Drama, Western"
The Main Event,1979,40,42,"Comedy, Special Interest, Romance"
The Maltese Falcon,1941,100,91,"Drama, Mystery & Suspense"
A Man for All Seasons,1966,83,87,"Classics, Drama"
The Manchurian Candidate,1962,97,90,"Classics, Drama, Mystery & Suspense"
The Manhattan Project,1986,50,46,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy"
Manhunter,1986,93,77,"Action & Adventure, Mystery & Suspense"
Mannequin,1987,21,55,"Comedy, Science Fiction & Fantasy, Romance"
The Mark of Zorro,1920,88,71,"Action & Adventure, Classics, Western, Romance"
Marty,1955,98,87,"Classics, Drama, Romance"
Masquerade,1988,50,50,"Horror, Mystery & Suspense, Romance"
The Mechanic,1972,25,66,"Action & Adventure, Classics, Drama, Mystery & Suspense"
The Men,1950,77,74,"Classics, Drama"
Meteor,1979,5,12,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy"
Metropolis,1927,97,92,"Action & Adventure, Art House & International, Classics, Drama, Science Fiction & Fantasy"
A Midsummer Night's Dream,1935,91,62,"Classics, Comedy, Drama, Science Fiction & Fantasy, Romance"
Mighty Joe Young,1949,95,63,"Action & Adventure, Classics, Drama, Science Fiction & Fantasy"
The Miracle Worker,1962,96,88,"Classics, Drama"
Missing in Action,1984,19,42,Action & Adventure
The Mission,1986,64,87,"Art House & International, Drama"
Mister Roberts,1955,92,84,"Classics, Comedy, Drama"
Moby Dick,1956,86,73,"Action & Adventure, Classics, Drama"
Monkey Business,1931,94,84,"Classics, Comedy"
Monkey Business,1952,88,68,"Classics, Comedy, Drama, Science Fiction & Fantasy"
Moonraker,1979,60,43,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy"
Morning Glory,1933,64,45,"Classics, Drama"
Moulin Rouge,1952,78,90,"Classics, Drama, Musical & Performing Arts"
Mr. & Mrs. Smith,1941,67,48,"Classics, Comedy, Romance"
Mrs. Soffel,1984,36,45,"Drama, Mystery & Suspense"
The Mummy,1932,88,72,"Classics, Horror, Romance"
The Mummy,1959,89,64,"Art House & International, Classics, Horror"
Murder!,1930,88,39,"Classics, Drama, Mystery & Suspense"
The Music Man,1962,94,85,"Musical & Performing Arts, Romance"
Mutiny on the Bounty,1935,93,83,"Action & Adventure, Classics, Drama"
Mutiny on the Bounty,1962,68,73,"Action & Adventure, Classics, Drama"
My Man Godfrey,1936,97,90,"Classics, Comedy, Drama, Romance"
Mysterious Island,1961,80,63,"Action & Adventure, Kids & Family, Science Fiction & Fantasy"
Near Dark,1987,88,74,"Horror, Mystery & Suspense, Western, Romance"
Neighbors,1981,57,49,Comedy
Next of Kin,1989,56,45,"Action & Adventure, Drama"
Nicholas and Alexandra,1971,67,78,"Art House & International, Classics, Drama"
Night and Day,1946,60,42,"Classics, Drama, Musical & Performing Arts"
A Night at the Opera,1935,98,91,"Classics, Comedy, Musical & Performing Arts, Romance"
Night of the Living Dead,1968,97,87,"Classics, Cult Movies, Horror"
A Night to Remember,1958,100,90,"Action & Adventure, Classics, Drama, Special Interest"
Nighthawks,1981,70,54,Action & Adventure
No Man's Land,1987,50,63,"Action & Adventure, Drama"
No Mercy,1986,27,28,"Action & Adventure, Drama, Mystery & Suspense"
No Way Out,1987,91,72,"Action & Adventure, Drama, Mystery & Suspense"
The Nutty Professor,1963,85,67,"Classics, Comedy"
Obsession,1976,73,59,"Drama, Mystery & Suspense"
The Odd Couple,1968,97,89,"Classics, Comedy, Drama"
Odd Man Out,1947,100,86,"Classics, Drama, Mystery & Suspense"
The Odessa File,1974,64,64,"Action & Adventure, Art House & International, Classics, Drama, Mystery & Suspense"
The Omen,1976,86,80,"Classics, Horror, Mystery & Suspense"
On the Beach,1959,76,69,"Classics, Drama, Science Fiction & Fantasy"
On the Town,1949,93,83,"Classics, Comedy, Musical & Performing Arts"
Only When I Laugh,1981,57,42,"Comedy, Drama"
Our Town,1940,86,46,"Classics, Drama"
Out of the Dark,1989,50,29,"Comedy, Drama, Horror, Mystery & Suspense"
The Out-of-Towners,1970,63,69,"Classics, Comedy"
The Parent Trap,1961,90,75,"Classics, Comedy, Kids & Family, Romance"
The Party,1968,82,88,"Classics, Comedy"
Pennies From Heaven,1981,82,65,"Drama, Musical & Performing Arts, Romance"
Peter Pan,1953,81,80,"Animation, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy"
The Phantom of the Opera,1989,38,53,Horror
Phantom Of The Opera,1925,90,84,"Classics, Drama, Horror"
The Picture of Dorian Gray,1945,93,76,"Classics, Drama, Horror, Science Fiction & Fantasy"
The Pink Panther,1963,89,78,"Comedy, Mystery & Suspense, Romance"
Piranha,1978,69,41,"Comedy, Horror, Science Fiction & Fantasy"
The Pirates of Penzance,1983,81,83,"Action & Adventure, Classics, Comedy, Musical & Performing Arts"
Pit and the Pendulum (The Pit and the Pendulum),1961,87,74,"Cult Movies, Horror"
Planet of the Apes,1968,87,87,"Classics, Science Fiction & Fantasy"
Point Blank,1967,95,84,"Action & Adventure, Classics, Drama, Mystery & Suspense"
Pollyanna,1960,86,79,"Drama, Kids & Family"
Poltergeist,1982,86,79,Horror
Popeye,1980,61,39,"Action & Adventure, Comedy, Kids & Family, Musical & Performing Arts"
The Poseidon Adventure,1972,80,75,"Action & Adventure, Drama, Mystery & Suspense"
Posse,1975,67,52,"Action & Adventure, Western"
The Postman Always Rings Twice,1946,89,79,"Classics, Drama, Mystery & Suspense"
The Postman Always Rings Twice,1981,79,59,"Drama, Mystery & Suspense"
Power,1986,50,45,Drama
Pride and Prejudice,1940,100,77,"Classics, Comedy, Drama"
The Prince and the Pauper,1937,67,63,"Action & Adventure, Classics, Drama"
The Prisoner of Zenda,1937,100,80,"Action & Adventure, Classics, Drama"
The Prisoner,1955,71,71,"Art House & International, Classics, Drama"
The Producers,1968,90,85,"Classics, Comedy"
Project X,1987,75,55,"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy"
Prom Night,1980,48,35,Horror
Promised Land,2013,53,46,Drama
Prophecy,1979,24,36,"Horror, Science Fiction & Fantasy"
The Protector,1985,20,45,"Action & Adventure, Drama"
The Prowler,1981,67,49,Horror
The Public Enemy,1931,100,84,"Action & Adventure, Classics, Drama, Musical & Performing Arts"
Pulse,1988,62,30,"Horror, Mystery & Suspense, Science Fiction & Fantasy"
Quo Vadis?,1951,88,73,"Classics, Documentary, Drama, Special Interest, Romance, Faith & Spirituality"
A Raisin in the Sun,1961,94,86,"Classics, Drama"
Raw Deal,1986,23,28,Action & Adventure
The Razor's Edge,1946,71,72,"Classics, Drama, Romance"
The Razor's Edge,1984,50,77,Drama
Rear Window,1954,99,95,"Classics, Drama, Mystery & Suspense"
Reckless,1984,0,69,"Action & Adventure, Comedy, Drama, Romance"
Red Dawn,1984,46,65,Action & Adventure
Red Heat,1988,67,37,"Action & Adventure, Classics, Drama"
The Red Shoes,1948,97,92,"Classics, Drama, Musical & Performing Arts, Romance"
Red Sonja,1985,15,28,"Action & Adventure, Science Fiction & Fantasy"
Monanieba (Repentance),1984,67,90,"Art House & International, Drama"
Return to Oz,1985,53,71,"Action & Adventure, Kids & Family, Science Fiction & Fantasy"
Revenge,1990,35,54,"Action & Adventure, Drama, Mystery & Suspense, Romance"
Rich and Famous,1981,57,38,"Comedy, Drama"
Risky Business,1983,92,72,Comedy
Road House,1989,39,66,"Action & Adventure, Mystery & Suspense"
Robin Hood,1973,54,81,"Action & Adventure, Animation, Kids & Family, Musical & Performing Arts, Romance"
RoboCop,1987,90,84,"Action & Adventure, Drama, Science Fiction & Fantasy"
Rock 'n' Roll High School,1979,81,75,Comedy
Rocky,1976,94,69,"Drama, Sports & Fitness"
The Roman Spring of Mrs. Stone,1961,0,60,"Classics, Drama, Romance"
Romeo and Juliet,1968,95,74,"Drama, Romance"
Rudolph the Red-Nosed Reindeer,1964,95,84,"Animation, Classics, Kids & Family, Television"
Runaway,1984,47,32,"Action & Adventure, Science Fiction & Fantasy"
Running Scared,1986,57,58,"Action & Adventure, Comedy"
Sabotage,1937,100,69,"Classics, Mystery & Suspense"
Sabrina,1954,92,89,"Classics, Comedy, Drama, Romance"
Sahara,1943,100,86,"Action & Adventure, Classics, Drama"
Samson and Delilah,1949,63,59,"Classics, Drama"
Scanners,1981,70,64,"Horror, Mystery & Suspense, Science Fiction & Fantasy"
Scarecrow,1973,75,79,"Classics, Drama"
Scarface,1932,98,86,"Classics, Drama"
Scrooge,1970,74,84,"Drama, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy"
The Sea Hawk,1940,93,87,"Action & Adventure, Classics, Drama, Romance"
Second Sight,1989,0,29,"Comedy, Science Fiction & Fantasy"
Blind Terror (See No Evil),1971,56,56,"Drama, Horror, Mystery & Suspense"
Separate Tables,1958,69,76,"Classics, Drama"
Shadow of a Doubt,1943,100,89,"Classics, Drama, Mystery & Suspense"
Shaft,1971,88,68,"Action & Adventure, Classics"
The Shaggy Dog,1959,68,48,"Classics, Comedy, Kids & Family, Science Fiction & Fantasy"
Shakedown,1988,63,40,"Action & Adventure, Drama, Mystery & Suspense"
Shall We Dance,1937,89,85,"Classics, Comedy, Drama, Musical & Performing Arts, Romance"
The Shooting,1967,100,65,"Action & Adventure, Classics, Drama, Western"
Short Circuit,1986,59,67,"Comedy, Kids & Family, Science Fiction & Fantasy"
A Shot in the Dark,1964,94,87,"Classics, Comedy, Drama"
Show Boat,1951,89,71,"Classics, Drama, Musical & Performing Arts"
"Silent Night, Deadly Night",1984,35,39,Horror
The Silent Partner,1978,71,85,"Comedy, Drama, Mystery & Suspense, Romance"
Silver Streak,1976,81,71,"Action & Adventure, Comedy, Romance"
Simon,1980,57,69,"Comedy, Science Fiction & Fantasy"
Skin Deep,1989,38,56,Comedy
Sleeping Beauty,1959,89,80,"Animation, Classics, Kids & Family, Science Fiction & Fantasy"
Something to Sing About,1937,83,29,"Classics, Comedy, Drama, Musical & Performing Arts"
Sorcerer,1977,79,83,"Action & Adventure, Mystery & Suspense"
Sparkle,1976,10,90,"Drama, Musical & Performing Arts"
Spartacus,1960,93,87,"Action & Adventure, Classics, Drama"
Spring Break,1983,20,41,Comedy
The Squeeze,1987,14,29,"Action & Adventure, Comedy, Mystery & Suspense, Romance"
The St. Valentine's Day Massacre,1967,89,66,"Action & Adventure, Cult Movies, Drama, Mystery & Suspense"
Stagecoach,1939,100,86,"Action & Adventure, Classics, Drama, Western"
Stage Fright,1950,90,68,"Classics, Documentary, Drama, Mystery & Suspense"
Stakeout,1987,88,56,"Comedy, Mystery & Suspense"
A Star Is Born,1937,100,78,"Classics, Drama"
A Star Is Born,1954,98,82,"Classics, Drama, Musical & Performing Arts"
A Star is Born,1976,36,64,"Drama, Musical & Performing Arts, Romance"
101 Dalmatians,1961,98,76,"Animation, Classics, Comedy, Kids & Family, Mystery & Suspense"
101 Dalmatians II: Patch's London Adventure,2002,67,41,"Animation, Kids & Family, Musical & Performing Arts"
The Sting,1973,94,95,"Classics, Comedy, Drama"
The Stranger,1946,96,81,"Classics, Drama, Mystery & Suspense"
A Streetcar Named Desire,1951,98,90,"Classics, Drama"
Suddenly,1954,100,63,"Action & Adventure, Classics, Drama, Mystery & Suspense"
Summer School,1987,63,58,Comedy
The Sundowners,1960,75,62,"Action & Adventure, Classics, Drama"
The Sunshine Boys,1975,71,73,"Classics, Comedy, Drama"
Suspect,1987,67,58,"Drama, Horror, Mystery & Suspense"
Suspicion,1941,97,78,"Classics, Drama, Mystery & Suspense"
